Language,Area,Lexifier,FirstMajorSettlement,EndOfInfluence,ContactConditions,LanguageContact,Class,Position,LexifierPhoneme,CreolePhoneme,PlaceStability,MannerStability,Word,Gloss,Source
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-initial,l,l,1,1,[laba],to wash,Hagemeijer2019[772]
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-medial,l,l,1,1,[kabalu],horse,Hagemeijer2019[772]
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-final,l,l,1,1,[θolo],sun,Maurer2013
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-medial,ʎ,j,1,0,[fja],leaf,Araujo2010[17]
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-initial,m,m,1,1,[masivi],young man,Ferraz1979[104]
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-medial,m,m,1,1,[ome],man,Maurer2013
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-initial,n,n,1,1,[nɔvu],new,Hagemeijer2019[768]
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-medial,n,n,1,1,[θono],sleepiness,Maurer2013
Angolar,Gulf of Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-medial,ɲ,∅,0,0,[relu],money,Araujo2010[19]
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-initial,p,p,1,1,[pɛna],feather,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-medial,p,p,1,1,[tripa],guts,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-initial,b,b,1,1,[bariga],belly,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-medial,b,b,1,1,[kabelu],hair,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-initial,t,t,1,1,[tudu],everything,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-medial,t,t,1,1,[mata],to kill,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-initial,d,d,1,1,[dibi],to owe,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-medial,d,d,1,1,[tudu],everything,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-initial,k,k,1,1,[kabelu],hair,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-medial,k,k,1,1,[seku],dry,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-initial,g,g,1,1,[gurdu],fat,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Stops,word-medial,g,g,1,1,[bariga],belly,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-initial,v,b,0,0,[bɛd̠ʒu],old man,Hagemeijer2019[768]
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-medial,v,b,0,0,[laba],to wash,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-initial,f,f,1,1,[fabur],favor,Hagemeijer2019[769]
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-medial,f,f,1,1,[afastadu],far away,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-initial,s,s,1,1,[susu],dirty,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-medial,s,s,1,1,[pasu],bird,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-initial,z,z,1,1,[zɔna],zone,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-medial,z,z,1,1,[aza],wing,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃera],to smell,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[bit̠ʃu],animal,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-initial,ʒ,d̠ʒ,1,0,[d̠ʒuntu],next to,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Fricatives,word-medial,ʒ,s,0,1,[susu],dirty,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Rhotics,word-medial,ɾ,r,1,1,[t̠ʃera],to smell,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Rhotics,word-final,ɾ,r,1,1,[mind̠ʒer],woman,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Rhotics,word-initial,r,r,1,1,[rabu],tail,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Rhotics,word-medial,r,r,1,1,[bariga],belly,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-initial,l,l,1,1,[laba],to wash,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-medial,l,l,1,1,[kabelu],hair,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-final,l,l,1,1,[sɔl],sun,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Laterals,word-medial,ʎ,d̠ʒ,1,0,[mind̠ʒer],woman,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-initial,m,m,1,1,[mind̠ʒer],woman,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-medial,m,m,1,1,[nomi],name,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-initial,n,n,1,1,[nomi],name,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-medial,n,n,1,1,[pɛna],feather,own knowledge (Chiara Truppi)
Guinea-Bissau Kriyol,Upper Guinea,Portuguese,1493,1530,Slavery,Kimbundu,Nasals,word-medial,ɲ,ɲ,1,1,[kusiɲa] : [kusɲa],a little,own knowledge (Chiara Truppi)
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,p,p,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,p,p,1,1,[tripa],guts,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,b,b,1,1,[bariga],belly,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,b,b,1,1,[kabɛlu],hair,Baptista2019[273]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,t,t,1,1,[tudu],everything,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,t,t,1,1,[mata],to kill,Baptista2019[273]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,d,d,1,1,[dɛbi],to owe,Hagemeijer2019[768]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,d,d,1,1,[tudu],everything,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,k,k,1,1,[kabɛlu],hair,Baptista2019[273]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,k,k,1,1,[sɛku],dry,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,g,g,1,1,[gɔrdu],fat,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,g,g,1,1,[bariga],belly,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,v,b,0,0,[ˈbɛd̠ʒu],old man,Hagemeijer2019[768]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,v,b,0,0,[laba],to wash,Baptista2019[275]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,f,f,1,1,[fɔgu],fire,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,f,f,1,1,[afasdatu],far away,Baptista2019[772]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,s,s,1,1,[suʃu],dirty,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,s,s,1,1,[pasu],bird,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,z,z,1,1,[zɔna],zone,Swolkien2013
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,z,z,1,1,[aza],wing,Baptista2019[277]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃera],to smell,Baptista2019[275]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[bit̠ʃu],animal,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,ʒ,d̠ʒ,1,0,d̠ʒuntu,next to,Baptista2019[274]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,ʒ,ʃ,1,1,[suʃu],dirty,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,ɾ,r,1,1,[t̠ʃera],to smell,Baptista2019[275]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-final,ɾ,r,1,1,[mud̠ʒɛr],woman,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-initial,r,r,1,1,[rabu],tail,Baptista2019[276]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,r,r,1,1,[bariga],belly,Baptista2019[267]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-initial,l,l,1,1,[laba],to wash,Baptista2019[275]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,l,l,1,1,[kabɛlu],hair,Baptista2019[273]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-final,l,l,1,1,[sɔl],sun,Baptista2019[276]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,ʎ,d̠ʒ,1,0,[mud̠ʒɛr],woman,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,m,m,1,1,[mud̠ʒɛr],woman,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,m,m,1,1,[nomi],name,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,n,n,1,1,[nomi],name,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,n,n,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean Santiago,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,ɲ,ɲ,1,1,[kusiɲa],a little,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,p,p,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,p,p,1,1,[tripa],guts,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,b,b,1,1,[bariga],belly,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,b,b,1,1,[kabɛlu],hair,Baptista2019[273]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,t,t,1,1,[tudu],everything,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,t,t,1,1,[mata],to kill,Baptista2019[273]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,d,d,1,1,[dia],day,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,d,d,1,1,[tudu],everything,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,k,k,1,1,[kabɛlu],hair,Baptista2019[273]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,k,k,1,1,[sɛku],dry,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,g,g,1,1,[gɔrdu],fat,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,g,g,1,1,[bariga],belly,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,v,b,0,0,[bɛd̠ʒu],old,Baptista2019[278]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,v,b,0,0,[laba],to wash,Baptista2019[275]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,f,f,1,1,[friu],cold,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,f,NA,NA,NA,NA,NA,NA
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,s,s,1,1,[suʒu],dirty,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,s,s,1,1,[pasu],bird,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,z,NA,NA,NA,NA,NA,NA
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,z,z,1,1,[aza],wing,Baptista2019[277]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,t̠ʃ,t̠ʃ,1,1,[t̠ʃera],to smell,Baptista2019[275]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,t̠ʃ,t̠ʃ,1,1,[kat̠ʃɔr],dog,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-initial,ʒ,ʒ,1,1,ʒuntu,next to,Baptista2019[274]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Fricatives,word-medial,ʒ,ʒ,1,1,[suʒu],dirty,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,ɾ,r,1,1,[t̠ʃera],to smell,Baptista2019[275]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-final,ɾ,r,1,1,[amd̠ʒɛr],woman,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-initial,r,r,1,1,[rabu],tail,Baptista2019[276]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Rhotics,word-medial,r,r,1,1,[bariga],belly,Baptista2019[267]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-initial,l,l,1,1,[laba],to wash,Baptista2019[275]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,l,l,1,1,[kabɛlu],hair,Baptista2019[273]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-final,l,l,1,1,[sɔl],sun,Baptista2019[276]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Laterals,word-medial,ʎ,d̠ʒ,1,0,[amd̠ʒer],woman,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,m,m,1,1,[amd̠ʒer],woman,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,m,m,1,1,[nɔmi],name,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-initial,n,n,1,1,[nɔmi],name,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,n,n,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean Brava,Upper Guinea,Portuguese,1573,1975,Slavery,"Wolof, Temne, Mandinka",Nasals,word-medial,ɲ,ɲ,1,1,[kuziɲa],a little,Baptista2019[268]
Cape Verdean Fogo,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,p,p,1,1,[pɛna],feather,Baptista2019[268]
Cape Verdean Fogo,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,p,p,1,1,[tripa],guts,Baptista2019[267]
Cape Verdean Fogo,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,b,b,1,1,[baRiga],belly,Baptista2019[267]
Cape Verdean Fogo,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-medial,b,b,1,1,[kabɛlu],hair,Baptista2019[273]
Cape Verdean Fogo,Upper Guinea,Portuguese,1460,1975,Slavery,"Wolof, Temne, Mandinka",Stops,word-initial,t,t,1,1,[tudu],everything,Baptista2019[267]
